eatrest,totspent,likely,avprice,lisradio,radprogr,vietvnew,timenew,reapaper,secpaper,citymag,onlinereviews,water,drive,waitstaf,dessert,variety,unusal,simple,elegant,string,jazz,Age,educa,marital,famsize,zipcode,income,gender,hcpatron,VLPatron
1,270,3,23,1,3,1,4,1,3,1,2,4,2,2,1,2,1,4,2,1,5,39,8,1,1,3,88,2,2,0
1,285,2,25,1,3,1,4,1,5,2,4,4,1,1,1,1,3,4,1,1,5,47,8,2,3,3,125,1,2,0
1,265,3,25,1,3,1,4,1,3,2,0,5,1,2,2,1,1,5,1,2,5,41,8,1,1,3,88,2,2,0
1,300,2,24,1,4,1,1,1,3,1,1,4,2,2,1,1,1,4,2,1,5,40,8,1,1,3,88,1,2,0
1,161,1,,1,1,2,,1,4,2,3,3,2,1,1,1,1,5,1,3,1,65,0,2,4,1,63,2,2,0
1,500,5,60,1,2,1,3,1,2,1,4,1,4,4,4,4,4,2,4,4,3,48,10,2,3,2,225,2,1,1
1,410,4,30,1,1,1,3,1,2,1,3,1,5,5,4,4,4,2,5,4,3,48,8,2,3,2,225,2,1,0
1,315,3,24,1,3,1,4,1,5,2,4,4,2,1,1,2,2,4,2,3,4,37,10,2,2,3,88,2,2,0
1,164,1,,1,1,1,1,1,4,2,1,3,3,1,1,3,1,5,1,1,5,32,2,2,4,4,63,2,2,0
1,360,2,34,1,2,1,3,1,2,1,4,2,4,5,5,4,5,2,4,4,2,47,8,2,3,2,225,1,2,0
1,295,3,26,1,3,1,4,1,2,2,2,5,2,2,1,1,1,5,1,2,4,46,8,2,6,3,125,2,2,0
1,360,4,28,1,4,1,3,1,1,1,1,1,5,5,4,4,4,2,5,5,1,54,10,1,1,2,275,2,1,0
1,225,3,24,1,3,1,4,1,5,2,4,5,3,1,1,2,1,5,2,2,5,35,8,1,1,3,125,1,2,0
1,310,3,27,1,4,1,3,1,5,2,1,4,3,1,2,1,2,5,1,2,5,40,8,2,2,3,125,1,2,0
1,275,2,20,1,3,1,4,1,3,2,4,5,3,3,2,2,2,5,3,1,5,44,8,2,4,3,125,2,2,0
1,215,2,18,1,3,1,4,1,3,2,1,4,1,1,2,2,1,3,2,2,5,32,10,2,3,3,88,1,2,0
1,245,2,16,2,,1,4,1,3,2,0,4,2,2,1,1,2,4,1,1,5,34,10,1,1,3,88,1,2,0
1,290,3,24,1,3,1,4,1,3,1,4,4,2,1,1,1,1,4,2,2,4,43,8,1,1,3,125,1,2,0
1,250,3,24,1,4,1,4,1,3,2,4,4,2,2,1,1,1,4,1,1,5,37,8,2,4,3,125,1,2,0
1,235,2,25,1,3,1,4,2,,1,3,4,2,1,1,1,2,4,2,1,4,40,8,2,3,3,125,2,2,0
1,240,3,20,1,3,1,3,2,,2,4,5,2,2,1,2,1,5,1,2,4,39,8,2,2,3,88,2,2,0
1,550,5,58,1,2,1,3,1,2,1,4,1,4,4,5,5,4,2,4,4,2,48,13,3,1,2,275,2,1,1
1,280,2,20,1,3,1,4,1,5,2,0,5,1,1,2,1,2,4,1,2,4,34,8,1,2,3,125,1,2,0
1,270,3,25,1,3,1,4,1,3,2,1,5,3,2,2,2,1,5,2,1,4,38,8,2,2,3,88,1,2,0
1,260,3,20,1,3,1,4,1,3,2,4,5,1,2,2,1,1,5,1,1,5,41,6,2,3,3,125,2,2,0
1,162,1,,1,1,2,,1,4,2,2,4,1,1,1,3,1,5,1,1,4,30,2,2,4,4,25,2,2,0
1,425,5,37,1,2,1,3,1,1,1,4,1,4,5,5,4,5,1,4,4,1,50,10,2,3,2,225,1,1,1
1,155,1,,1,1,2,,1,1,2,1,3,2,1,1,1,1,5,1,1,1,63,5,3,4,1,25,2,2,0
1,495,5,45,1,2,1,3,2,,1,4,1,4,4,5,5,5,1,4,4,2,48,10,2,3,2,275,1,1,1
1,365,5,40,1,1,1,3,1,2,1,3,2,4,5,4,5,5,2,5,4,4,50,13,2,2,2,275,1,1,1
1,160,1,,2,,2,,1,4,2,0,5,2,1,1,3,1,5,1,1,5,32,0,2,3,4,25,1,2,0
1,285,3,26,1,3,1,4,1,3,2,4,5,1,3,2,2,2,4,1,1,4,41,8,2,3,3,125,1,2,0
1,400,5,40,1,4,1,3,1,4,1,4,2,5,5,4,5,5,2,5,4,4,53,10,2,3,2,225,1,1,1
1,510,5,43,1,4,1,1,1,2,1,4,2,4,5,5,5,5,1,5,4,2,48,10,2,3,2,225,1,1,1
1,275,3,20,1,3,1,3,1,5,1,2,5,2,2,1,2,2,4,1,3,5,45,10,1,1,3,125,1,2,0
1,450,5,48,1,2,1,3,1,1,1,4,2,5,5,5,4,4,1,4,4,3,56,6,2,2,2,275,1,1,1
1,240,2,18,1,3,1,4,1,3,1,2,4,3,1,1,2,3,4,1,3,4,37,8,2,4,3,88,1,2,0
1,435,5,40,1,2,1,4,1,2,1,4,1,4,4,4,4,4,1,4,4,2,54,8,2,3,3,275,2,1,1
1,225,2,16,1,3,1,4,1,5,2,1,4,2,1,3,3,3,4,1,2,5,42,8,2,3,3,88,2,2,0
1,250,2,19,1,3,1,4,1,5,2,2,4,2,2,3,1,1,5,1,2,5,41,8,2,2,3,125,1,2,0
1,310,3,27,1,4,1,3,2,,2,1,4,3,1,2,1,2,5,1,2,5,40,8,1,1,3,125,1,2,0
1,360,5,60,1,2,1,3,1,2,1,3,2,4,4,5,4,5,1,5,4,3,47,8,1,1,2,225,1,1,1
1,310,4,27,1,4,1,1,1,5,2,0,4,3,1,2,1,2,5,1,2,5,40,8,2,2,3,125,1,1,0
1,240,3,20,1,3,1,4,1,5,2,3,5,1,1,2,3,1,3,1,1,5,40,8,2,2,3,88,2,2,0
1,167,1,,1,1,2,,1,4,2,2,4,1,2,2,3,1,5,1,1,3,28,2,2,2,4,63,2,2,0
1,159,1,,2,,1,1,1,3,2,0,3,2,1,1,1,1,5,1,3,1,64,0,2,4,1,25,1,2,0
1,470,5,50,1,4,1,3,1,2,1,4,1,4,4,5,4,4,1,4,5,3,52,8,2,2,2,225,2,1,1
1,370,4,36,1,2,1,3,1,1,1,3,1,5,5,5,4,5,1,4,4,3,50,10,2,6,2,225,1,1,0
1,235,2,22,1,3,1,4,1,5,2,4,5,2,2,1,1,1,4,1,1,4,36,10,2,3,3,125,2,2,0
1,430,4,36,1,4,1,4,1,4,1,3,1,4,4,5,4,4,1,4,5,3,59,10,2,4,2,275,1,1,0
1,395,4,34,1,1,1,3,1,2,1,2,2,4,5,5,5,5,1,5,4,2,55,8,2,3,2,275,1,1,0
1,270,3,22,1,3,1,4,2,,1,1,5,1,2,2,2,2,4,1,1,3,36,8,3,4,3,88,1,2,0
1,315,3,27,1,4,1,4,1,2,1,4,3,3,3,3,3,1,3,3,3,5,45,10,2,2,2,175,2,2,0
1,290,3,24,1,3,1,4,1,3,2,2,4,1,2,1,2,3,4,1,1,5,41,8,2,3,3,88,1,2,0
1,260,2,20,1,3,1,4,1,3,1,4,5,1,1,2,2,2,5,1,1,5,44,8,2,3,3,88,1,2,0
1,380,5,40,1,2,1,3,1,2,1,1,2,4,5,5,4,5,1,4,4,2,53,8,2,3,2,275,2,1,1
1,161,1,,1,1,2,,1,4,2,0,4,2,1,2,2,1,5,1,1,4,37,5,2,3,4,63,2,2,0
1,270,2,22,1,3,1,1,1,5,1,3,5,2,1,1,1,2,5,1,1,2,37,8,2,2,3,88,1,2,0
1,275,2,22,1,4,1,4,1,3,2,3,5,3,2,1,2,2,4,2,1,4,44,10,2,3,3,125,2,2,0
1,315,3,27,1,4,1,3,1,3,2,3,5,1,3,3,2,2,3,3,3,3,44,10,2,4,3,88,2,2,0
1,290,3,26,1,2,1,4,1,3,2,3,5,2,1,1,2,1,4,1,1,5,45,8,2,3,3,125,2,2,0
1,157,1,,1,1,2,,1,4,2,1,3,2,1,1,1,1,5,1,3,1,70,4,2,2,1,25,2,2,0
1,290,3,24,2,,1,4,1,3,1,4,4,2,1,1,1,1,4,2,2,4,43,8,1,4,3,125,1,2,0
1,390,3,33,1,2,1,3,1,1,1,3,1,5,4,5,4,5,2,4,5,2,53,10,2,4,2,175,1,2,0
1,295,3,26,1,3,1,4,1,2,2,2,5,2,2,1,1,1,5,1,2,4,46,8,2,3,3,125,2,2,0
1,420,4,37,1,3,1,3,1,1,1,3,2,4,5,4,4,4,2,4,4,3,54,8,1,1,2,275,2,1,0
1,400,5,36,1,2,1,1,1,2,2,4,1,5,4,5,5,5,2,4,4,2,56,10,2,2,2,225,1,1,1
1,230,2,18,1,4,1,4,1,3,1,0,4,1,2,2,1,3,4,2,2,5,33,8,1,1,3,125,1,2,0
1,290,3,24,1,3,1,4,1,3,1,2,4,2,1,1,1,1,4,2,2,4,43,8,2,2,3,125,1,2,0
1,161,1,,1,1,2,,2,,2,1,3,3,1,1,3,1,5,1,1,5,26,4,2,3,4,63,1,2,0
1,365,4,34,1,4,1,1,1,2,1,3,2,4,4,4,4,5,1,4,5,2,54,10,2,3,2,225,2,1,0
1,320,3,28,1,2,1,4,1,5,2,2,5,3,1,1,1,1,5,1,3,3,43,8,2,2,3,125,1,2,0
1,168,1,,1,1,2,,1,4,2,2,4,3,1,1,3,1,5,1,1,4,33,2,1,1,4,25,1,2,0
1,395,5,36,1,2,1,3,1,2,1,4,2,5,5,5,5,4,1,5,4,3,55,10,1,1,2,225,1,1,1
1,395,5,37,1,2,1,3,1,1,1,3,2,4,5,5,5,4,2,5,5,1,48,8,3,1,2,225,2,1,1
1,285,3,23,1,3,1,4,1,5,1,4,5,2,1,1,1,1,5,2,1,3,40,8,2,2,3,125,2,2,0
1,285,3,25,1,3,1,4,1,5,2,1,4,1,1,1,1,3,4,1,1,5,47,8,3,2,3,125,1,2,0
1,425,5,39,1,4,1,3,1,2,1,4,2,5,5,4,5,5,2,5,4,4,51,8,2,3,3,225,2,1,1
1,525,5,45,1,2,1,3,1,2,1,4,2,4,5,5,4,4,2,5,5,2,54,8,2,3,2,275,1,1,1
1,255,2,22,2,,1,4,1,3,1,1,4,2,2,2,2,2,5,1,2,5,32,10,3,1,3,88,2,2,0
1,265,3,22,1,3,1,4,1,5,2,3,4,2,2,1,2,2,4,2,1,3,43,8,2,4,3,88,1,2,0
1,285,3,23,1,3,1,4,1,3,2,2,4,2,2,1,2,1,4,2,2,4,34,8,2,4,3,125,1,2,0
1,310,3,27,1,2,1,4,2,,2,0,4,2,2,1,1,1,5,1,3,3,36,10,2,6,3,125,1,2,0
1,265,2,18,1,3,1,3,1,5,1,2,4,3,2,2,2,1,4,2,1,5,38,8,2,4,3,88,2,2,0
1,230,3,22,1,3,1,4,1,5,2,3,5,1,2,2,1,1,3,1,1,4,35,8,2,3,3,125,1,2,0
1,295,3,26,1,3,1,4,1,1,2,4,5,2,2,1,1,1,5,1,2,4,46,8,2,3,3,125,2,2,0
1,410,5,38,1,2,1,3,1,1,1,4,2,4,5,4,4,4,1,5,5,2,53,8,2,3,2,275,2,1,1
1,426,4,33,1,2,1,4,1,2,1,4,2,4,4,4,4,4,1,4,5,3,58,8,2,2,2,225,1,1,0
1,155,1,,1,1,1,1,1,4,2,0,3,2,1,1,1,1,5,1,1,3,72,0,1,1,1,25,1,2,0
1,300,3,24,1,4,1,4,1,3,1,0,4,2,2,1,1,1,4,2,1,5,40,8,2,2,3,88,1,2,0
1,420,4,37,1,2,1,3,1,2,1,4,2,4,5,5,4,5,1,4,4,2,54,8,1,3,2,225,1,1,0
1,370,4,34,1,2,1,4,1,1,1,2,2,5,4,4,4,4,2,5,5,1,57,8,2,3,2,175,2,1,0
1,300,3,28,1,2,1,4,1,3,2,2,5,3,1,1,1,1,4,2,2,5,41,8,2,2,3,125,1,2,0
1,225,2,17,1,3,1,4,1,3,2,0,4,3,1,2,1,1,5,2,3,5,32,8,2,5,3,88,2,2,0
1,260,4,21,1,4,1,3,1,3,2,3,4,2,2,1,1,1,5,2,2,4,36,10,2,5,3,125,2,1,0
1,285,2,25,1,3,1,4,1,3,2,4,4,2,2,2,1,2,5,2,2,4,41,8,2,4,3,125,1,2,0
1,255,2,18,1,3,1,4,1,3,2,3,4,2,2,1,1,1,5,1,1,5,39,8,2,2,3,125,1,2,0
1,245,2,19,1,3,1,4,1,5,2,0,5,2,2,2,1,2,4,2,2,4,35,8,2,3,3,125,2,2,0
1,290,3,27,1,2,1,4,1,5,1,0,5,2,1,2,2,1,5,3,2,5,38,8,2,3,3,88,2,2,0
1,315,3,27,1,3,1,1,1,5,2,3,4,2,2,1,2,2,4,1,3,5,40,8,2,2,3,88,2,2,0
1,270,3,23,1,3,1,4,1,3,1,1,4,2,2,1,2,1,4,2,1,5,39,8,2,5,3,88,2,2,0
1,260,2,21,1,4,1,1,1,4,2,4,4,2,2,1,1,1,5,2,2,4,36,10,2,3,3,125,2,2,0
1,365,5,36,1,2,1,3,1,2,1,4,2,4,5,4,4,5,1,5,4,3,51,8,2,3,2,275,1,1,1
1,375,5,42,1,2,1,3,1,5,1,4,2,4,5,4,5,5,2,5,4,4,54,8,2,3,2,275,2,1,1
1,295,3,26,1,3,1,4,1,3,2,4,5,2,2,1,1,1,5,1,2,4,46,8,2,4,3,125,2,2,0
1,320,3,20,1,3,1,4,1,3,2,2,4,1,2,1,1,1,5,1,2,4,37,10,2,2,3,125,2,2,0
1,530,5,50,1,2,1,1,1,2,1,1,2,5,4,5,5,5,1,5,4,3,54,8,2,2,2,275,1,1,1
1,240,2,18,1,3,1,4,1,4,1,4,4,3,1,1,2,3,4,1,3,4,37,8,2,3,3,88,1,2,0
1,370,5,50,1,2,1,3,1,3,1,4,2,4,5,4,5,5,2,5,4,4,52,8,2,3,2,275,1,1,1
1,350,5,60,1,2,1,3,1,1,1,3,1,5,4,5,4,4,1,5,5,2,54,8,2,2,3,275,2,1,1
1,169,1,,1,1,2,,1,4,2,1,3,3,1,1,2,1,5,1,1,4,28,4,1,1,4,25,1,2,0
1,290,3,24,1,3,1,4,1,2,1,2,4,2,1,1,1,1,4,2,2,4,43,8,2,6,3,125,1,2,0
1,310,3,25,1,3,1,3,1,5,2,1,5,2,2,2,2,2,4,1,2,4,41,8,2,5,3,125,2,2,0
1,164,1,,1,1,2,,1,4,2,0,4,3,1,1,3,1,5,1,1,5,29,5,2,3,4,25,2,2,0
1,440,5,45,1,2,1,3,1,1,1,4,2,4,5,5,4,4,1,5,5,3,55,8,1,1,2,275,1,1,1
1,225,2,17,1,3,1,4,1,3,2,2,4,3,1,2,1,1,5,2,3,5,32,8,2,3,3,88,2,2,0
1,375,4,34,1,1,1,3,1,1,1,4,2,4,5,5,4,5,1,4,4,3,52,8,2,4,2,275,2,1,0
1,315,3,27,1,3,1,1,1,5,2,2,4,2,2,1,2,2,4,1,3,5,40,8,2,2,3,88,2,2,0
1,405,5,38,1,4,1,3,1,1,1,3,1,5,5,4,4,4,2,4,5,3,54,10,2,3,2,275,1,1,1
1,380,4,36,1,4,1,3,1,1,1,4,2,5,5,5,4,5,1,5,4,2,50,8,1,1,2,275,2,1,0
1,250,3,21,1,4,1,4,1,3,2,4,4,2,2,2,1,1,5,1,2,5,41,10,3,1,2,125,2,2,0
1,260,2,27,1,3,1,4,1,3,1,3,4,2,1,1,1,2,4,1,3,4,43,10,1,1,3,125,1,2,0
1,166,1,,1,1,2,,1,4,2,3,5,2,1,1,2,1,5,1,1,5,31,4,2,4,4,25,1,2,0
1,370,5,43,1,4,1,4,1,5,1,2,1,5,4,5,4,4,1,4,5,3,51,10,1,1,2,225,2,1,1
1,385,5,35,1,2,1,3,1,5,1,4,2,4,4,5,4,4,2,5,5,3,48,10,2,2,2,225,2,1,1
1,410,5,42,1,2,1,4,1,2,1,3,2,4,5,5,4,5,1,4,4,3,53,8,2,4,3,225,2,1,1
1,600,5,55,1,4,1,3,1,5,1,4,1,5,5,5,5,5,1,5,5,2,50,13,2,2,2,275,1,1,1
1,285,3,24,2,,1,4,1,3,2,3,4,2,2,2,1,1,5,1,2,5,34,8,2,4,3,125,2,2,0
1,290,3,24,1,3,1,4,1,3,2,3,4,1,1,1,1,2,4,1,3,2,45,8,2,5,3,88,2,2,0
1,505,5,45,1,2,1,3,1,1,1,4,1,4,5,5,4,5,2,5,5,2,55,8,2,2,2,225,1,1,1
1,280,2,20,1,3,1,4,1,5,2,4,5,1,1,2,1,2,4,1,2,4,34,8,1,1,3,125,1,2,0
1,260,2,20,1,3,1,4,1,3,2,1,4,3,1,2,2,1,4,2,3,4,41,8,2,3,3,125,2,2,0
1,168,1,,1,1,2,,1,4,2,0,4,3,2,2,3,1,5,1,1,5,30,2,1,1,4,63,2,2,0
1,350,3,32,1,2,1,3,1,1,1,3,1,5,5,5,4,4,2,4,5,2,53,8,2,2,2,225,1,2,0
1,156,1,,1,1,2,,1,4,2,2,3,2,1,1,1,1,5,1,2,3,68,4,2,7,1,63,1,2,0
1,260,2,21,1,4,1,3,1,3,2,2,4,2,2,1,1,1,5,2,2,4,36,10,3,2,3,125,2,2,0
1,230,2,19,1,3,1,3,1,5,1,2,4,1,2,1,2,2,5,2,1,4,38,8,1,1,3,88,2,2,0
1,426,5,39,1,4,1,3,1,1,1,1,1,4,5,5,5,5,2,4,4,2,55,8,2,3,2,225,2,1,1
1,280,3,23,1,3,1,3,1,5,1,2,5,1,2,2,2,2,5,1,2,3,44,8,1,1,3,125,1,2,0
1,405,4,32,1,2,1,3,2,,1,3,2,5,4,4,4,4,2,4,5,3,52,8,2,3,2,275,1,1,0
1,270,3,22,1,3,1,4,1,3,2,3,5,2,1,1,2,1,4,1,1,5,44,8,3,5,3,125,2,2,0
1,270,3,23,1,3,1,3,1,5,2,2,4,2,2,2,2,1,5,1,1,5,39,8,2,3,3,88,1,2,0
1,410,5,34,1,2,1,3,1,2,1,3,2,5,5,5,4,5,1,4,4,2,48,8,2,2,3,225,2,1,1
1,405,5,33,1,4,1,3,1,2,1,4,2,4,5,5,5,4,2,5,4,2,51,8,1,1,2,275,1,1,1
1,169,1,,1,1,2,,1,4,2,0,4,1,2,2,3,1,5,1,1,5,36,6,2,2,4,63,2,2,0
1,365,5,65,1,2,1,3,1,2,1,4,1,4,5,5,5,4,2,5,4,3,47,10,2,2,2,225,2,1,1
1,159,1,,1,1,1,1,1,2,2,1,3,2,1,1,1,1,5,1,2,3,65,5,1,1,1,25,1,2,0
1,350,4,36,1,2,1,4,1,2,1,3,2,5,4,4,5,5,2,4,5,2,53,10,2,5,2,225,2,1,0
1,255,3,22,1,4,1,4,1,2,1,1,4,2,2,2,2,2,5,1,2,5,32,10,1,1,3,88,2,2,0
1,310,3,27,1,3,1,3,1,5,1,3,4,1,1,2,1,1,5,2,2,5,38,10,1,1,3,175,1,2,0
1,370,5,50,1,2,1,3,1,3,1,4,2,5,5,4,5,5,2,5,4,4,52,8,2,3,2,275,1,1,1
1,275,3,23,1,4,1,4,1,5,2,0,4,1,2,2,1,2,5,1,1,5,39,10,3,1,3,88,2,2,0
1,315,3,26,1,3,1,4,1,3,1,2,4,2,2,1,1,1,5,2,2,4,39,8,1,1,3,88,1,2,0
1,280,3,25,1,3,1,4,1,3,2,4,5,1,1,2,2,1,5,3,2,5,42,8,2,2,3,125,2,2,0
1,245,3,17,1,3,1,4,1,3,2,0,4,1,2,3,1,2,5,1,1,4,44,8,2,2,3,88,1,2,0
1,275,3,22,1,4,1,4,1,3,2,1,5,3,2,1,2,2,4,2,1,4,44,10,1,1,2,125,2,2,0
1,166,1,,2,,1,1,1,4,2,0,5,2,1,1,2,1,5,1,1,5,31,4,1,1,4,25,1,2,0
1,600,5,60,1,4,1,3,1,2,1,3,1,5,5,5,5,4,1,5,4,1,53,13,1,1,2,275,1,1,1
1,380,5,48,1,4,1,3,1,4,1,4,2,5,5,4,5,5,2,5,4,4,53,8,2,2,3,225,2,1,1
1,315,3,27,1,3,1,4,1,5,2,3,4,2,2,1,2,2,4,1,3,5,40,8,2,4,3,88,2,2,0
1,275,3,23,1,3,1,3,1,5,2,4,5,2,1,1,1,1,4,1,2,3,42,8,1,1,3,125,2,2,0
1,275,3,22,1,4,1,4,1,3,2,2,5,3,2,1,2,2,4,2,1,4,44,10,2,3,2,125,2,2,0
1,230,2,18,1,4,1,4,1,4,1,4,4,1,2,2,1,3,4,2,2,5,33,8,1,1,3,125,1,2,0
1,315,2,26,1,3,1,4,1,3,1,3,4,2,2,1,1,1,5,2,2,4,39,8,2,4,3,88,1,2,0
1,260,3,21,1,3,1,4,1,3,2,3,4,1,2,2,1,3,3,1,2,4,35,8,1,1,2,125,2,2,0
1,160,2,,1,1,2,,1,4,2,0,3,2,1,1,1,1,5,1,3,2,67,0,2,4,1,25,2,2,0
1,300,3,28,1,3,1,4,1,3,2,2,5,3,1,1,1,1,4,2,2,5,41,8,2,3,3,125,1,2,0
1,230,3,18,1,4,1,4,1,3,1,1,4,1,2,2,1,3,4,2,2,5,33,8,2,3,3,125,1,2,0
1,280,2,26,1,3,1,4,1,3,1,0,3,2,2,2,1,2,4,1,1,5,35,8,1,1,3,88,2,2,0
1,260,3,21,1,4,1,3,1,3,2,0,4,2,2,1,1,1,5,2,2,4,36,10,2,4,3,125,2,2,0
1,168,1,,1,1,1,2,1,4,2,0,4,3,1,1,3,1,5,1,1,4,33,2,3,1,4,25,1,2,0
1,162,1,,1,1,2,,1,4,2,0,4,1,1,1,3,1,5,1,1,4,30,2,2,3,4,25,2,2,0
1,295,3,23,1,3,1,4,1,5,1,3,5,3,2,2,1,2,4,1,1,3,44,8,2,3,2,125,2,2,0
1,290,2,21,1,2,1,4,1,3,1,2,4,3,2,1,1,1,5,1,1,5,39,10,2,4,3,125,1,2,0
1,280,3,22,1,3,1,1,1,3,2,2,4,1,2,3,1,2,5,2,2,5,43,8,1,1,3,88,1,2,0
1,285,3,22,1,3,1,4,1,3,2,4,4,3,1,1,1,1,4,2,2,4,42,8,2,3,3,125,1,2,0
1,290,2,26,2,,1,4,1,4,2,2,4,3,2,2,1,1,4,2,2,4,42,8,2,4,3,125,2,2,0
